"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"Yes",47250518,0.000199681,4,0.043956,5.03,-12.04,-4.53,10,45.1613,-22.2,24.0607,5.27,-5.73,676,2406,-0.0797389,1.634,0.0602175,0.243,0.40395,16.7786,-0.6497121212,0.88,23,0.252747,1.64084E-05,37.5074,293,38.824,309
"Yes",1304728,0.00439298,4,0.047619,36.18,-8.84,-4.56385,1,60.7143,-31.5,33.18196,1.18,0,3171,14413,0.146471,3.612,0.256623,1,0.4035,99.95,-0.8425012987,2.49,21,0.25,0.000587,14.8717,180,59.398,5284
"Yes",53333060,"NA","NA","NA",8.87,-8.12,-4.0008,1,35.8209,-8.5,10.83916,5.14,-12.72,9,23,0.132269,0.672,0.20194,0.425,0.38513,18.7914,0.03041296296,1.48,16,0.238806,1.92652E-05,14.9021,26,20.9473,44
"Yes",217833589,0.0226038,4,0.0277778,37.14,-10.51,-4.06655,1,59.7222,-58.3,60.68413,5.84,0,181,2187,-0.348837,2.511,0.00345874,0.139,0.41297,96.8,-2.035124219,1.71,28,0.194444,0.00441264,27.1687,76,21.4357,605
"Yes",57278566,0.000199681,3,0.032967,5.38,-16.04,-5.2316,1,49.4505,-17.4,20.55644,8.18,-25.61,31,360,0.0359467,0.219,0.0883811,0.297,0.42211,35.6071,-0.9478671642,1.16,15,0.164835,2.00775E-05,27.1531,14,53.7118,203
"Yes",25269782,0.000499201,2,0.0263158,24.19,-5.54,-2.48583,1,40.7895,-12.6,14.41855,4.63,0,1915,3834,-0.154604,1.924,0.0419876,0.547,0.35615,98,-1.31575,1.78,10,0.131579,3.34957E-05,388.482,5369,8.05021,64
"Yes",66347205,0.000599042,6,0.0437956,41.65,-7.99,-2.5456,1,42.3358,-39.5,42.91358,2.1,-13.78,112,359,2.72022,6.998,0.691483,1,0.35141,20.0108,0.07655238095,2.61,20,0.145985,0.000310307,12.7404,292,37.9886,1339
"Yes",12706448,0.000199681,2,0.0285714,36.23,-14.59,-5.70862,1,47.1429,-8,10.81104,0.22,0,363,1037,1.3663,5.792,0.527312,1,0.42119,99.4,-0.4355436842,2.29,11,0.157143,4.37825E-05,478.979,7626,71.0479,1674
"Yes",46830584,0.00812033,3,0.025,"NA",-11.78,-3.62261,10,58.3333,-59.7,60.78392,1.69,-51.4,266,1830,-0.123076,0.352,0.0457309,0.132,0.41738,"NA",-0.1123684211,0.344,87,0.725,0.00811082,22.8983,559,402.954,2100
"Yes",17092234,0.00182566,7,0.0534351,22.06,-13.58,-5.53786,1,61.0687,-46.2,47.71282,5.54,-2.99,125,713,-0.246377,2.559,0.026535,0.729,0.37761,7.98655,-0.9738768103,2.54,24,0.183206,0.000538646,10.7616,17,32.2076,398
"Yes",98503502,0.00128366,7,0.0972222,43.2,-5.82,-3.10368,12,59.7222,-26.7,28.29583,2.42,-26.57,452,1131,1.81339,3.293,0.849221,1,0.40644,7.24056,1.460266667,2.11,92,1.27778,9.98659E-05,741.506,8011,1652.79,8014
"Yes",57299950,0.00115468,22,0.26506,"NA",-10.44,-5.03583,26,62.6506,-34.3,35.97836,0.21,-34.7,135,335,2.22078,3.632,0.854485,1,0.35179,"NA",1.301431944,2.31,124,1.49398,0.000134813,2105.61,371,10702.6,4520
"Yes",4837387,9.98405E-05,1,0.015873,23.98,-15.17,-6.34741,1,57.1429,-15.8,17.52488,1.37,0,534,2317,-0.201556,1.699,0.00104762,0.011,0.37469,98.6,-1.551542373,1.9,12,0.190476,3.19852E-05,5.16352,4,3.01843,165
"Yes",186786322,0.0310958,9,0.072,37.23,-11.58,-3.9281,1,42.4,-28.8,30.95194,1.01,0,243,720,0.789699,6.643,0.397886,1,0.41151,99.8,-0.4328498347,2.34,57,0.456,0.00669696,134.199,356,158.223,859
"Yes",35762799,0.0410546,5,0.0378788,77.26,-5.8,-3.29731,1,38.6364,-32.7,36.23306,3.64,-0.05,245,519,2.03569,8.382,0.646926,1,0.43594,1.82382,0.8916349206,4.11,25,0.189394,0.00589696,1781.51,8002,1172.75,8015
"Yes",6040036,0.180871,5,0.0340136,27.6,-11.84,-3.92,1,56.4626,-47.3,49.73082,7.54,-1.43,82,2840,-0.360702,3.171,0.0541433,1,0.42201,3.33768,-1.830023437,1.55,25,0.170068,0.0370021,28.5455,40,465.977,933
"Yes",115126315,"NA","NA","NA",38.26,-6.15,-2.7019,1,43.3071,-35.7,37.43432,6.06,-17.18,67,653,2.05684,4.259,0.905364,1,0.36123,21.5924,1.50405625,3.01,13,0.102362,3.42925E-05,300.148,7948,77.0791,1782
"Yes",119190566,0.000499202,4,0.0533333,22.1,-9.31,-3.54739,1,56,-23.2,24.76956,1.17,0,359,3757,-0.10335,3.566,0.00568471,0.214,0.38973,99.7,-1.947424658,2.83,19,0.253333,7.12995E-05,76.5096,1433,49.7965,273
"Yes",40714571,0.00279553,1,0.0192308,34.84,-4.99,-2.466,1,44.2308,-11.6,12.63792,3.35,-1.39,54,720,0.503038,3.356,0.413404,1,0.36508,15.3176,-0.7820326923,2.51,6,0.115385,0.000403662,0.516981,2,19.6681,690
"Yes",45537250,0.000199681,1,0.00775194,10.43,-11.36,-4.7128,1,41.8605,-35.6,38.73448,2.59,-23.17,5,134,0.242012,2.382,0.2932,0.97,0.41369,33.5982,-0.4899024793,2.27,25,0.193798,9.21584E-06,2.05529,60,1.0636,7
"Yes",76558789,"NA","NA","NA",29.03,-15.56,-4.5284,1,46.25,-21.1,23.91193,1.25,0,347,1106,1.33304,4.858,0.51759,1,0.40332,97.85,-0.2889047619,1.9,6,0.075,1.97768E-05,722.957,8023,387.47,8014
"Yes",43417249,0.0106401,7,0.0366492,5.11,-12.99,-5.50182,1,51.8325,-62,64.93236,4.06,-39.2,29,72,0.0579558,0.995,0.132119,0.995,0.41688,56.4443,-0.03060759494,0.35,47,0.246073,0.00104747,0.54712,9,0.256699,23
"Yes",16153132,0.00039936,3,0.046875,29.03,-8.91,-4.2668,1,42.1875,-9.2,10.89622,"NA",0,257,1079,0.371391,2.876,0.132953,0.972,0.34395,97.9,-0.5818516129,2.11,11,0.171875,5.26845E-05,28.0053,30,29.6498,212
"Yes",54927304,0.000264901,1,0.00763359,47.47,-9.21,-3.19,5,51.9084,-51.5,53.72041,6.99,-0.74,536,2303,0.726658,3.666,0.504722,1,0.38644,2.75486,-0.08538877863,4.66,8,0.0610687,2.61022E-05,24.5028,578,9.92397,199
"Yes",69978132,0.00299521,1,0.015625,27.28,-12.01,-3.99947,1,53.125,-18.4,19.96435,5.7,-0.6,65,670,-0.0565313,2.969,0.0282344,0.231,0.4746,1.63593,-2.382885,2.13,12,0.1875,1.68673E-05,32.9123,110,585.834,8014
"Yes",41073601,0.00191123,7,0.0583333,50.27,-12.3,-6.35438,19,54.1667,-31.7,34.33945,4.18,-3.23,501,2098,2.09644,6.171,0.866403,1,0.4428,4.78266,-0.01817707965,2.17,28,0.233333,0.000924661,1.30516,13,7.21728,232
"Yes",38869291,0.000199681,3,0.0416667,39.58,-8,-3.92417,33,55.5556,-26.1,27.37175,5.51,-17.19,510,3231,2.14254,4.043,0.791905,1,0.44762,7.00798,2.592090909,3.32,82,1.13889,2.6238E-05,2735.14,499,569.568,8002
"Yes",148987135,0.00208089,18,0.159292,40.68,-15.75,-5.5628,98,44.2478,-34.4,35.02431,7.97,-12.64,62,620,1.33491,2.576,0.921292,1,0.3132,13.2622,3.861428571,4.97,140,1.23894,0.000108933,6471.3,8032,2770.34,8023
"Yes",139278779,0.00059904,4,0.02,42.58,-10.28,-4.74833,1,48,-82.1,86.57231,3.82,-55.17,257,732,2.20799,6.458,0.687646,1,0.40861,52.4994,0.2806123529,4.06,35,0.175,1.91441E-05,17.4906,712,189.383,8015
"Yes",38163095,0.000199681,1,0.0185185,43.03,-10.44,-4.13187,1,55.5556,-18.6,18.85858,4.49,0,60,793,0.239074,3.116,0.0580556,0.576,0.43865,98.4,-0.5371346154,1.54,9,0.166667,3.49004E-05,3.9763,7,33.2691,828
"Yes",202278112,"NA","NA","NA",57.19,-7.11,-2.6881,1,37.3333,-14,15.67256,1.53,-1.17,74,506,3.43005,8.66,0.840551,1,0.43043,3.21013,0.5206216216,2.37,15,0.2,3.0249E-05,1549.11,8027,82213.7,8019
"Yes",161523846,0.000380343,20,0.28169,43.13,-13.54,-4.60962,23,61.9718,-30.4,31.28682,0.25,-24.11,790,4379,1.22123,3.444,0.763734,1,0.38038,20.8479,"NA","NA",125,1.76056,0.000127927,308239,5246,17738.2,4103
"Yes",25206261,0.0118667,7,0.0853659,19.68,-11.82,-3.8663,39,42.6829,-19.4,20.73151,2.25,-3.9,31415,77343,0.00924284,2.18,0.0336603,0.845,0.34672,10.9684,-0.9725584416,1.76,25,0.304878,0.00305111,3191.89,8028,4.28285,19
"Yes",100395126,0.00908547,5,0.0413223,12.3,-8.39,-3.57321,1,33.8843,-16.4,19.00043,3.64,-4.4,26,1312,0.180961,2.865,0.0389689,0.241,0.41309,21.7841,-1.418751525,2.5,25,0.206612,0.0020462,1.99836,29,4.76043,90
"Yes",44150656,0.171259,3,0.0357143,2.98,-10.81,-4.6,2,51.1905,-26.1,26.96238,4.56,-42.28,2,1430,0.356624,1.103,0.852163,0.99,0.43326,60.9255,-0.03905,0.137,21,0.25,0.0182769,538.442,2156,492.889,492
"Yes",62854620,0.000299521,2,0.0266667,33.16,-13.86,-2.85636,1,36,-13.8,15.02048,0.55,-0.17,1863,4035,1.8017,4.755,0.604094,1,0.32485,1.14518,0.1970740741,3.09,17,0.226667,1.06745E-05,1318.91,8014,83268.3,8015
"Yes",6967336,0.00176861,7,0.0259259,48.14,-16.41,-6.55303,1,57.7778,-102.3,108.3301,2.79,-1.39,293,1446,0.676944,4.941,0.336789,1,0.45309,8.26821,-0.9140030043,2.23,53,0.196296,0.000121016,414.237,8004,518.348,7455
"Yes",3134103,0.0610467,17,0.0871795,27.84,-9.51,-4.10129,1,37.9487,-48.1,51.82284,4.27,0,374,816,-0.432447,2.132,0.000603922,0.013,0.45955,96.8,"NA","NA",84,0.430769,0.0137185,28.996,66,104.513,183
"Yes",73588824,0.000349443,4,0.0506329,2.57,-9.77,-3.91389,18,43.038,-21.1,22.11181,1.66,-20.29,13,51,-0.143726,0.922,0.00734363,0.061,0.41437,23.8134,-0.1843902439,0.508,30,0.379747,7.86947E-05,1024.94,8010,591.705,8014
"Yes",47907677,"NA","NA","NA","NA",-7.45,-3.22231,14,63.1148,-57.5,61.74365,"NA",-748.7,95,265,-2.186,-2.171,0,0,0.3982,"NA",-0.0731119403,0.182,41,0.336066,0.00170651,22.3945,3,11.8,11
"Yes",159785593,0.0727283,9,0.0642857,58.45,-10.9,-3.64862,1,36.4286,-28.4,31.37226,1.87,0,438,1792,0.949173,5.434,0.390009,1,0.30637,98.15,-0.1649881188,2.34,39,0.278571,0.0174747,47.8647,143,129.254,154
"Yes",82895852,"NA","NA","NA",48.53,-4.68,-1.68857,1,32.8947,-19.1,20.76014,2.76,-3.89,105,403,1.92333,4.356,0.808664,1,0.34394,7,2.253429825,4.16,12,0.157895,1.74442E-05,200.313,2333,110.957,1925
"Yes",8220868,0.000199681,3,0.0416667,35.7,-10.67,-3.88565,7,59.7222,-25.1,25.97682,10.11,-8.37,78,416,1.09393,3.423,0.788169,1,0.39465,8.50171,1.264591837,2.03,63,0.875,2.47256E-05,73.2382,630,2123.31,8009
"Yes",136080490,0.00039936,3,0.0277778,31.22,-13.5,-4.82214,5,55.5556,-34.2,36.64176,2.43,-7.09,721,2354,0.156475,2.996,0.273914,1,0.37991,8.01312,-0.56013375,2.29,39,0.361111,1.91478E-05,105.094,2448,1903.92,8017
"Yes",115581314,9.98405E-05,1,0.00787402,15.4,-6.52,-2.93308,1,43.3071,-38.2,39.84392,4.19,0,32,550,0.80266,2.666,0.645589,1,0.43335,96.5,0.871447619,4.54,27,0.212598,2.45943E-05,0.124659,3,5.74585,14
"Yes",103337848,0.000898562,5,0.0396825,44.65,-9.26,-2.83591,1,41.2698,-32.8,34.34557,2.88,-31.13,115,1995,2.67908,6.921,0.71048,1,0.36082,26.2562,0.2134851485,2.61,45,0.357143,9.63124E-05,118.926,2478,983.905,8020
"Yes",100924823,0.000149761,3,0.0434783,37.9,-7.54,-3.45261,1,33.3333,-6.3,7.880959,2.77,0,295,1328,0.217383,2.735,0.0876509,0.722,0.37103,96.35,-1.37365625,1.83,10,0.144928,0.000321371,296.483,2627,35.8165,645
"Yes",58548498,0.0167732,2,0.0148148,54.28,-8.46,-3.90591,2,43.7037,-44.2,47.51626,2.47,-4.75,158,5192,2.14988,5.927,0.790137,1,0.4546,12.5975,0.7264486239,2.98,30,0.222222,0.000258223,765.237,8018,360.657,8015
"Yes",59566379,0.000417513,11,0.150685,26.94,-8.92,-3.66846,55,52.0548,-23.6,24.82983,2.78,-0.06,205,720,0.842031,3.055,0.823637,1,0.44738,1.53551,0.2351060606,1.63,88,1.20548,5.06024E-05,66.3182,532,2539.07,3344
"Yes",45478600,0.000559106,10,0.114943,24.71,-5.38,-3.60286,2,57.4713,-37.1,37.67372,2.78,-26.93,16,522,2.29378,4.105,0.873533,1,0.36674,8.41612,2.380823529,3.35,88,1.01149,5.10645E-05,1966.05,8013,3395.46,8014
"Yes",25172634,0.00089856,2,0.0243902,13.28,-11.3,-4.5,36,42.6829,-16.4,18.74068,3.71,-17.78,1158,5008,-0.0203486,1.993,0.013863,0.083,0.37117,22.4858,-0.5687532468,1.7,19,0.231707,7.19768E-05,736.506,8017,0.911473,4
"Yes",149664823,0.00108398,7,0.0972222,24.29,-7.92,-3.67588,29,55.5556,-27.8,28.55156,7.46,-8.42,214,1003,0.636707,2.294,0.713465,1,0.45491,10.6602,1.478823188,3.28,16,0.222222,0.000298317,24.3614,12,1071.71,287
"Yes",76561107,0.0217652,4,0.0465116,29.13,-5.71,-2.34308,1,40.6977,-24.9,26.85432,4.17,-7.08,114,1221,1.22131,4.652,0.497753,1,0.41313,8.1898,0.1360836066,1.92,17,0.197674,0.00752688,1128.03,8003,47351.2,8016
"Yes",39319051,0.000199681,2,0.0322581,37.8,-8.32,-3.69611,1,45.1613,-14.7,15.94171,2.86,-1.95,822,2035,2.02508,4.891,0.734984,1,0.47719,3.70118,-0.032,2.12,23,0.370968,3.36923E-05,150784,8019,234992,8025
"Yes",173864368,"NA","NA","NA",44.71,-7.62,-4.6108,1,31.1688,-5.5,7.657541,3.49,0,493,1230,2.20385,5.725,0.637208,1,0.33284,99.55,-0.4656511628,2.69,23,0.298701,2.79128E-05,8439.82,8023,127429,8006
"Yes",206161880,0.00106496,3,0.0428571,54.38,-9.31,-4.55931,2,35.7143,-10.8,12.34937,4.67,-1.27,2,1118,3.59211,8.094,0.796405,1,0.36961,1.33197,1.033138889,3.24,21,0.3,0.000135265,378.701,6262,51953.3,8037
"Yes",39315212,0.00379393,3,0.0315789,47.45,-12.19,-4.35333,1,54.7368,-34.1,36.26808,8.4,0,654,3444,1.61703,7.834,0.634764,1,0.38651,98.6,-0.008147951807,2.27,29,0.305263,0.000444648,15145.4,8035,24917.5,8060
"Yes",54330685,0.00961797,6,0.0285714,11.36,-16.03,-5.82576,2,52.381,-70.6,75.02227,4.87,-41.67,58,368,0.0621458,1.833,0.160391,1,0.36058,58.4652,-0.234380597,0.743,56,0.266667,0.00104012,0.154095,1,1.83578,3
"Yes",173020725,0.0468394,7,0.0343137,15.35,-11.21,-5.85147,1,54.4118,-88.7,94.37428,7.55,-69.61,54,386,1.02134,4.159,0.516697,1,0.35352,67.3764,-0.1349199435,2.28,43,0.210784,0.00397751,42.8275,1310,1207.63,8037
"Yes",49490906,0.000332801,3,0.0454545,49.13,-8.88,-3.47412,1,50,-12.3,13.23027,"NA",0,649,2921,2.29689,8.869,0.572091,1,0.42783,96.85,-0.8912028571,3.38,24,0.363636,5.29083E-05,629.058,6465,4882.5,8000
"Yes",149608375,0.000349443,4,0.0555556,24.26,-10.96,-3.53333,12,52.7778,-26.1,27.15012,4.64,-14.3,14,871,0.425477,2.243,0.721437,1,0.45705,10.495,"NA","NA",23,0.319444,6.25135E-05,18.2186,245,138.029,950
"Yes",25250858,0.00259584,2,0.0243902,17.14,-8.36,-3.72885,37,43.9024,-21.3,22.95958,1.48,-6.02,1331,77343,0.179855,2.166,0.0916478,0.436,0.39615,12.5607,-0.6726311688,1.63,25,0.304878,0.000341375,6684.48,8037,20.738,80
"Yes",48654381,0.000349443,4,0.0291971,46.41,-11.97,-4.73208,1,50.365,-49.7,52.2944,3.94,-5.45,787,2039,2.00531,7.253,0.638998,1,0.39221,7.0732,0.4201404959,4.05,27,0.19708,3.38603E-05,12535.5,8007,1246.92,8003
"Yes",149415137,0.00437483,10,0.138889,23.79,-9.05,-3.875,30,56.9444,-28.3,29.44984,8.34,-18.31,659,1348,0.713962,1.78,0.882208,1,0.46543,8.32678,0.2548368571,1.15,74,1.02778,0.000626623,63.081,1307,1076.13,2711
"Yes",56060469,0.00156416,3,0.0225564,41.75,-5.96,-3.05333,4,36.8421,-39.2,40.13195,2.06,-6.3,557,1330,0.943247,4.875,0.385267,1,0.4366,11.5158,1.708567273,4.55,23,0.172932,0.000481309,18.9289,20,72.6494,81
"Yes",138561042,0.000199681,1,0.0147059,29.81,-7.33,-3.41083,1,35.2941,-10.6,12.4786,6.16,-2.18,227,502,1.87181,4.873,0.843037,1,0.32509,1.53815,0.6864915254,2.89,14,0.205882,7.77907E-05,3226.18,8015,25005.3,8020
"Yes",54957868,0.00059904,3,0.0410959,7.55,-9.95,-4.007,11,54.7945,-19.4,20.82971,10.29,-169.07,31,1133,-0.0347675,0.229,0.0464452,0.109,0.43141,87.3735,-0.06065,0.125,21,0.287671,0.00011338,2298.14,6,3350.52,258
"Yes",20625369,0.000470675,14,0.170732,21.93,-8.61,-3.71793,25,62.1951,-33.6,35.71017,4.76,-33.79,481,1291,1.24545,2.72,0.823761,1,0.36279,20.4133,1.276983607,2.47,121,1.47561,4.626E-05,52.7602,628,1948.43,8012
"Yes",8685438,0.0236622,8,0.0610687,22.21,-5.12,-2.31188,2,52.6718,-52.2,53.31346,2.24,-12.54,672,2133,2.29216,6.836,0.713287,1,0.42008,25.8382,-0.03195357143,2.24,36,0.274809,0.00449556,470.012,8002,9220.84,8051
"Yes",22929700,0.000228207,7,0.0958904,32.09,-8.62,-3.535,19,58.9041,-27.2,27.67554,5.44,-26.93,938,2631,4.06223,5.063,0.942957,1,0.43075,7.8124,3.085,3.09,79,1.08219,1.56423E-05,852.67,4432,1923.59,8000
"Yes",173866634,0.000239616,5,0.0617284,44.72,-9.75,-4.44767,1,39.5062,-11,12.77602,6.03,-1.07,523,2190,2.19045,5.799,0.527694,1,0.42458,1.091,-0.3819338,2.49,28,0.345679,1.94411E-05,5508.15,8022,873015,8050
"Yes",39567373,0.000479232,5,0.0364964,33.94,-10.94,-3.95792,1,51.8248,-51.6,52.9327,3.37,-27.36,395,1000,2.54827,6.566,0.671491,1,0.44951,16.3532,-0.01187189474,2.32,22,0.160584,0.000159912,26.6058,749,57.7318,6048
"Yes",144523859,"NA","NA","NA",3.7,-12.14,-6.11813,5,46.9136,-42.9,46.44667,9.32,-20.64,404,857,-0.32498,0.475,0.0092756,0.067,0.44111,27.6039,1.524887755,2.75,161,0.993827,0.000677857,14.9784,80,68.9988,8003
"Yes",27576066,0.00056832,13,0.178082,28.87,-8.52,-3.38333,1,50.6849,-21.2,22.85836,6.98,-14.24,110,1002,0.822573,2.117,0.886613,1,0.37889,15.4348,0.00247761194,1.72,59,0.808219,0.000139365,16.0173,79,163.741,8011
"Yes",149355674,0.0202676,2,0.0277778,24.32,-8.58,-4.56,42,55.5556,-28.5,29.60601,0.65,-20.07,234,726,1.21033,2.64,0.84715,1,0.44667,13.5822,1.581793333,2.46,55,0.763889,0.000562898,94.4738,58,130.938,437
"Yes",28802799,0.12277,5,0.0704225,15.99,-11.34,-4.42952,29,59.1549,-27.5,28.50789,5.16,-27.12,483,1080,0.732646,1.648,0.8842,1,0.29951,14.507,0.1554056604,1.39,38,0.535211,0.0190862,372.213,34,525.631,3698
"Yes",65869061,0.000199681,2,0.0277778,21.32,-8.29,-3.28765,27,50,-24.7,25.83497,1.48,-23.13,388,2938,2.44123,5.337,0.773777,1,0.46376,16.6239,3.901111111,4.06,71,0.986111,2.39361E-05,3663.43,8004,7642.99,8013
"Yes",39313818,0.0017472,4,0.0430108,50.93,-6.81,-2.96071,1,59.1398,-35.4,36.5407,0.57,0,580,2630,0.583808,4.245,0.397469,1,0.42585,94.4,-0.02910581395,2.2,37,0.397849,0.000217432,3783.56,8018,6929.28,8026
"Yes",155925957,0.00079872,2,0.0155039,26.55,-6.93,-3.045,1,46.5116,-40.7,43.06372,2.54,-20.25,241,2177,2.63768,8.68,0.740047,1,0.44896,11.6267,-0.3170222222,2.3,28,0.217054,1.14689E-05,163.782,2112,4314.44,8023
"Yes",146035691,0.00175719,13,0.188406,8.98,-11.99,-4.80733,21,63.8889,-23.6,25.11243,1.22,-26.9,91,284,1.25796,2.16,0.864874,1,0.39076,15.8889,"NA","NA",123,1.78261,0.000315504,110128,8046,161346,8022
"Yes",40593824,0.00022464,8,0.097561,48.84,-10.09,-4.25759,9,58.5366,-32,33.18626,8.59,-37.55,472,1749,3.04153,4.107,0.908364,1,0.34736,35.7922,1.875714286,2.22,84,1.02439,2.59227E-05,132.288,459,1090.49,3769
"Yes",25209917,0.000349443,4,0.0487805,20.77,-7.07,-3.2656,38,41.4634,-17.9,19.0861,3.39,-8.48,35071,77343,0.199029,1.515,0.292135,0.907,0.37375,11.1012,-0.8315324675,1.62,22,0.268293,4.50326E-05,1497.29,6555,21.8651,20
"Yes",173867673,0.000199681,2,0.0277778,40.92,-13.65,-3.386,1,51.3889,-16.6,18.1381,2.3,-3.51,229,2931,2.56891,6.185,0.623987,1,0.38236,1.97917,-0.4880926829,2.59,16,0.222222,1.78941E-05,17452.8,8028,41925.8,8040
"Yes",144216546,0.00029952,6,0.0722892,9.24,-12.15,-5.04458,7,54.2169,-32.3,33.50227,0.74,-32.13,586,3861,2.1636,3.16,0.83974,1,0.42759,24.8311,2.311083333,3.02,66,0.795181,2.52641E-05,217.34,3353,811.861,8011
"Yes",38449368,0.000998402,4,0.0294118,47.96,-7.08,-3.38037,1,51.4706,-44,46.14679,5.35,-28.01,244,2935,1.92268,5.988,0.660359,1,0.45998,25.138,0.4511138211,3.65,30,0.220588,0.000110488,58.9469,1473,30.6955,2044
"Yes",30710536,0.000199681,2,0.0155039,56.32,-7.58,-2.75909,3,51.938,-45.4,47.76941,4.29,-20.59,429,1685,1.25606,4.858,0.595229,1,0.33412,28.502,0.625376,3.9,22,0.170543,1.87207E-05,10.1132,92,188.206,8039
"Yes",49491174,0.108507,5,0.0581395,23.13,-10.54,-4.34739,1,54.6512,-23.3,25.78438,3.39,-11.88,38,2022,1.21448,5.967,0.642554,1,0.39717,8.20824,-0.2356,3.49,26,0.302326,0.0202826,1716.9,8026,3947.83,8041
"Yes",25180496,0.0380726,7,0.0853659,17.59,-8.19,-3.95867,37,41.4634,-15.6,17.43994,4.31,-2.95,5650,77343,0.0398235,1.924,0.0366169,0.322,0.37945,7.66462,-1.051220779,1.71,35,0.426829,0.00826609,733.944,6073,5.63534,124
"Yes",28723680,0.0040735,4,0.0540541,30.72,-9,-3.70545,1,43.2432,-19,20.94753,1.62,0,549,4408,0.615641,3.691,0.394285,1,0.46697,98.5,"NA","NA",23,0.310811,0.00115065,917.591,8023,5815.96,8013
"Yes",25174926,0.00304513,7,0.0853659,15.5,-8.67,-4.26333,34,41.4634,-15.5,17.76923,4.85,-6.76,80,77343,0.121255,1.62,0.131595,0.584,0.37086,9.52128,-0.8760384615,1.7,30,0.365854,0.00131712,974.817,6818,21.8651,10
"Yes",13217268,0.000199681,1,0.00943396,"NA",-10.43,-4.90353,269,46.2264,-26.3,28.50024,"NA",-333.9,1,3,0.09032,1.165,0.00672,0.026,0.41411,"NA",-2.436422222,2.19,88,0.830189,0.000678557,328.665,133,3632.55,606
"Yes",38425194,0.00203674,5,0.0367647,29.4,-8.9,-3.0925,2,51.4706,-48.6,50.50477,4.06,-10.05,160,341,1.84765,6.963,0.599311,1,0.4349,18.4076,-0.08495833333,3.73,32,0.235294,0.000290091,280.602,5917,1043.96,8018
"Yes",66501251,0.018171,2,0.0298507,49.84,-7.09,-2.66267,1,34.3284,-13.8,15.06731,"NA",0,251,696,1.94143,6.25,0.828657,1,0.39628,97.2,-0.05106544444,2.3,22,0.328358,0.00258508,613.404,2735,2542.36,8012
"Yes",202293050,0.00079872,2,0.0238095,53.83,-10.44,-4.42167,1,36.9048,-12.9,16.43308,3.21,-6.86,440,892,2.82021,6.801,0.845157,1,0.2815,3.35226,0.8641448276,2.37,18,0.214286,8.95678E-05,130.15,1671,417.17,1832
"Yes",28795963,0.00680247,14,0.194444,17.28,-9.85,-4.94538,39,59.7222,-29.4,30.50735,5.48,-7.51,162,457,0.000670752,1.442,0.170377,0.865,0.35458,7.16416,-0.7634984848,1.37,104,1.44444,0.00108952,39.7871,40,438.038,8010
"Yes",25201322,0.0071885,4,0.0487805,16.72,-11.82,-3.87222,36,41.4634,-20.5,22.18055,3.76,-4.59,26476,77343,0.10138,1.623,0.182055,0.924,0.3442,10.9208,-0.8562278481,1.57,22,0.268293,0.00144409,44290.2,8062,4.28285,6
"Yes",25193320,0.0417999,8,0.097561,19.45,-11.19,-3.69179,37,42.6829,-18,19.51868,2,-5.07,18474,77343,0.117914,2.055,0.233537,0.997,0.43668,5.9726,-0.6473424658,1.71,30,0.365854,0.0102575,408.67,1793,0.911473,23
"Yes",231460367,0.00153088,3,0.04,45.51,-8.1,-3.7248,1,37.3333,-16.8,17.87585,0.45,0,99,655,1.80041,7.548,0.503291,1,0.36599,98.65,"NA","NA",17,0.226667,0.000333356,16076.7,8015,29493.5,8028
"Yes",140726158,0.00891903,3,0.0340909,25.35,-10.04,-3.60345,4,60.2273,-31.2,32.05384,7.33,-8.86,14,35,-0.127016,2.641,0.368873,1,0.36701,10.2115,-0.9670081081,1.88,26,0.295455,0.000919546,21.0066,292,192.924,1628
"Yes",76561632,0.00711364,6,0.0810811,32.93,-4.26,-2.4725,1,40.5405,-22.1,23.89501,3.71,-1.29,594,1233,1.01609,5.022,0.4252,1,0.44201,2.14869,-0.3994044776,1.98,25,0.337838,0.00214414,89.7303,1255,323.155,4070
"Yes",131485664,0.00259585,4,0.0465116,59.4,-7.63,-3.82421,3,46.5116,-24.2,25.73725,"NA",0,1031,2896,1.59811,5.385,0.769513,1,0.4566,99.05,0.7759756757,3.14,21,0.244186,0.00111617,1799.81,7997,1394.67,1602
"Yes",25199447,0.000898562,4,0.0487805,22.25,-7.67,-3.26,37,41.4634,-18.1,19.39991,3.15,-4.77,24601,77343,0.163867,1.562,0.0458146,0.295,0.43992,15.1714,-1.139884615,1.68,21,0.256098,0.000144509,5296.96,8023,3.38121,70
"Yes",148983754,0.000744264,11,0.107843,26.45,-9.35,-3.9104,258,45.098,-29.3,31.86961,7.12,-26.43,329,834,0.954925,2.453,0.853287,1,0.42082,9.55271,3.572171429,4.86,91,0.892157,4.77143E-05,1922.41,8028,9833.14,8011
